0.967741935483871, 66448503889.29398
1.5207373271889404, 22958671050.263905
1.9354838709677424, 9341448012.42663
2.9032258064516125, 2525613346.521802
3.824884792626728, 1000000000
4.88479262672811, 385299829.2655623
6.313364055299541, 136802701.7813515
7.281105990783411, 71132980.45538515
8.018433179723502, 44759741.94036719
9.124423963133642, 23916533.07595659
10.460829493087559, 11776220.18233427
11.751152073732719, 6292403.559336398
12.94930875576037, 3749423.4998672563
14.56221198156682, 1949578.9561326888
17.235023041474655, 730979.7152970564
19.124423963133637, 380085.8106195417
20.87557603686636, 214467.23205044412
22.211981566820274, 146446.99793797228
23.87096774193548, 92150.36110790267
25.391705069124423, 61232.53628478292
